,alenuihaha,az-super-sour-og,hog,joliet-jake,savants-grail,schrom,scooby-snack,scotts-og,scouts-honor,scroopy-noopers,seattle-blue,seattle-cough,seattle-summer,seattlesoda,secret-garden-og,secret-recipe,sensi-skunk,sensi-star,sequoia-strawberry,serious-6,serious-happiness,sexxpot,shaman,shangri-la,shark-attack,shark-bite,shark-shock,sharks-breath,shiatsu-kush,shining-silver-haze,shipwreck,shishkaberry,shiskaquine,shiva-skunk,shoreline,shurman,sidetracked,sierra-mist,silver-back,silver-bubble,silver-calyx,silver-cindy,silver-haze,silver-kush,silver-mountain,silver-nina,silver-pearl,silver-surfer,silver-train,silverback-gorilla,silverfalls-kush,silverhawks-og,sin-city-kush,sin-valley-og,sinai,sinmint-cookies,sirius-black,sister-glue,six-shooter,sizzurp,skins-skunk,skunk-1,skunk-47,skunk-dawg,skunk-haze,skunk-plus,skunkberry,skunky-diesel,sky-lotus,sky-master,skydog,skywalker-alien,slazerbeam,sleeskunk,sleestack,slice-of-heaven,slimer-og,smelliot,smooth-operator,snoop-dogg-og,snoop-s-dream,snow-bud,snow-diesel,snow-goddess,snow-leopard,snow-lotus,snow-monster,snow-mountain,snow-ryder,snow-white,snowcap,snowland,sojay-haze,somango,sonic-screwdriver,sonoma-coma,sorbetto,sorcerers-apprentice,soul-assassin-og,soul-shine,soulshine-aloha,sour-alien,sour-amnesia,sour-ape,sour-apple,sour-banana-sherbet,sour-blueberry,sour-boggle,sour-breath,sour-bubba,sour-bubble,sour-candy,sour-chees,sour-cherry-sherbert,sour-chocolate,sour-chunk,sour-cookies,sour-cream,sour-diesel,sour-dream,sour-dubble,sour-flower,sour-grape,sour-haze,sour-headband,sour-jack,sour-jilly,sour-joker,sour-kush,sour-lemon-og,sour-lifesavers,sour-lsd,sour-maui,sour-og,sour-patch-kiss,sour-pebbles,sour-poison,sour-power,sour-power-og,sour-space-candy,sour-spyder,sour-star-head,sour-strawberry,sour-strawberry-diesel,sour-sunset,sour-tangie,sour-tsunami,sour-urkle,sour-willie,sourlope,south-american,south-asian,south-asian-sativa,south-central-la,south-indian,southern-lights,space-bomb,space-cake,space-candy,space-cream,space-dawg,space-jill,space-monster,space-needle,space-queen,special-k,special-kush-1,special-sauce,spicy-disco,spiked-punch,spirit-of-76,spliffs-strawberry,spoetnik-1,spumoni,sputnik,spyder-mon,star-47,star-berry,star-killer,star-master-kush,star-pupil,star-tonic,starbud,stardawg,stardawg-91,stardawg-guava,starfighter,starman,starry-night,stella-blue,stephen-hawking-kush,stevie-wonder,stinky-pete,stoopid-fruits,straight-as-haze,strawberry,strawberry-alien-kush,strawberry-amnesia,strawberry-banana,strawberry-blonde,strawberry-blondie,strawberry-blue,strawberry-cheesecake,strawberry-cough,strawberry-diesel,strawberry-dream,strawberry-durban-diesel,strawberry-fields,strawberry-frost,strawberry-ice,strawberry-kush,strawberry-lemonade,strawberry-milkshake,strawberry-og,strawberry-satori,strawberry-shortcake,strawberry-snow-cone,sublime,sugar-black-rose,sugar-cookie,sugar-kush,sugar-mama,sugar-pine,sugar-plum,sugar-punch,sugar-shack,suicide-girl,summer-breeze,summertime-squeeze,sumo-grande,sumo-og-kush,sun-ra,sunburn,sundae-driver,sunny-d,sunset,sunset-haze,sunset-sherbert,sunshine,sunshine-4,sunshine-daydream,supa-don,super-blue-dream,super-bud,super-cat-piss,super-cheese,super-chronic,super-g,super-glu,super-green-crack,super-jack,super-kush,super-lemon-haze,super-lemon-og,super-silver-hash-plant,super-silver-haze,super-silver-lights,super-snow-dog,super-snow-lotus,super-sour-diesel,super-sour-lemon,super-sour-og,super-sour-skunk,super-sour-widow,super-sweet,supergirl,superglue,superman-og,supermax-og,supernatural,supernova,superstar,suver-haze,suzy-q,swazi-gold,sweet--sour-cindy,sweet-amnesia-haze,sweet-and-sour-widow,sweet-baby-jane,sweet-berry,sweet-black-angel,sweet-cheese,sweet-cindy,sweet-deep-grapefruit,sweet-diesel,sweet-dream,sweet-dreams,sweet-dreams-b44e9f5d217a4d5eba9365ffa0047a94,sweet-harlem-diesel,sweet-hawaiian-tangie-banana,sweet-jane,sweet-jesus,sweet-kush,sweet-lafayette,sweet-nina,sweet-pebbles,sweet-pure-cbd,sweet-skunk,sweet-tooth,sweet-valley-kush,sweeties,swiss,swiss-bliss,swiss-gold,swiss-tsunami,tahoe-alien,tahoe-frostbite,tahoe-hydro-champagne,tahoe-hydro-og,tahoe-purps,taliban-poison,tangelo,tangelo-kush,tangerine,tangerine-dream,tangerine-haze,tangerine-kush,tangerine-man,tangerine-power,tangerine-sunrise,tangerine-trainwreck-haze,tangie,tangie-biscotti,tangie-cookies,tangie-dream,tangie-ghost-train,tangie-sunrise,tangier-chilly,tangilope,tango-kush,tardis,tembo-kush,terminator-og,tesla,tesla-tower,thai,thai-fantasy,thai-girl,thai-haze,thai-lights,thai-tanic,thaidal-wave,thc-bomb,the-big-dirty,the-black,the-blintz,the-blood,the-brotherhood,the-cbg-blend,the-cough,the-doctor,the-flav,the-forbidden-candy,the-fuzz,the-gift,the-grunk,the-guice,the-lime,the-loops,the-one,the-ooze,the-original-lemonnade,the-ox,the-real-mccoy,the-sauce,the-sheriff,the-sister,the-third-dimension,the-truth,the-vision,the-void,the-white-angel,the-wife,the-wills,thelonious-skunk,think-different,thors-hammer,three-blue-kings,throwback-kush,thunderbird-rose,thunderstruck,tickle-kush,tiger-woods,tigermelon,tigers-milk,tillamook-strawberry,timewreck,tina,tina-danza,titans-haze,tjs-cbd,tokyo-og,tommys-home-grown,tora-bora,toxic,toxic-punch,training-day,trainwreck,tranquil-elephantizer-remix,transformer,trap-star,trash,travel-joint,treasure-island,tree-of-life,tres-dawg,triangle-kush,trident,trifecta,trinity,triple-cheese,triple-diesel,trix,trophy-wife,tropic-thunder,tropical-tang,tropicali,tropicana-cookies,tropicana-punch,true-face,true-og,true-x,trueberry,truffle-butter,truffula-tree,truth-serum,tuna-kush,tuna-og,turbo-mind-warp,tutankhamon,tutti-frutti,twista,twisted-citrus,two-beards,tyson,u2-kush,uk-cheese,ultimate-trainwreck,ultra-banana,ultra-sonja,ultra-sour,ultraviolet-og,urkle-train-haze,uw,vader-og,valentine-x,valley-ghash,valley-girl,vanilla-frosting,vanilla-gorilla,vanilla-kush,vanilluna,vcdc,velvet-bud,velvet-purps,venice-og,venom-og,venus-og,verde-electric,versace,very-berry-haze,very-cherry,vietnamese-bubba,violator-kush,violet-delight,violeta,viper,vixen,voodoo,vortex,wabanaki,waipi-o-hapa,wakanda-og,waldo,walker-kush,wally-og,walrus-kush,walter-white,wappa,warlock,washing-machine,watermelon,webster,wedding-cake,wedding-crasher,weebes-world,wellness-og,wembley,west-coast-dawg,west-og,wet-dream,wheres-my-bike,whitaker-blues,white-99,white-bastard,white-berry,white-bubblegum,white-buffalo,white-caramel-cookies,white-castle,white-cheese,white-cherry-truffle,white-choco,white-chocolate,white-cookies,white-dawg,white-dawg-fire-og,white-diesel,white-domina,white-dragon,white-dream,white-durban,white-elephant,white-empress,white-fire-43,white-fire-alien-og,white-girl,white-gold,white-gorilla,white-harmony,white-haze,white-ice,white-knight,white-kryptonite,white-kush,white-lavender,white-lemon,white-lightning,white-lotus,white-lsd,white-master,white-moonshine,white-nightmare,white-og,white-queen,white-rhino,white-romulan,white-russian,white-sangria,white-siberian,white-skunk,white-slipper,white-smurf,white-strawberry,white-strawberry-skunk,white-tahoe-cookies,white-tygh-dream,white-urkle,white-walker-kush,white-walrus,white-widow,white-zombie,whiteout,whitewalker-og,wild-thailand,willie-nelson,willies-ghost,willy-wonka,willys-wonder,wish-mountain,wmd,wolfberry,wonder-haze,wonder-kid,wonder-woman,wonderwoman-og,wonka-s-bubbilicious,woody-kush,wookie,wookies,wreckage,wsu,wtf,x-file,x-files,x-tra-chz,x-wing,xanadu,xj-13,xxx-420,xxx-og,y-griega,yem-og,yeti-og,yoda-og,yodas-brain,yogi-diesel,yolo-berry,yumboldt,yummy,zamaldelica,zelda,zellys-gift,zen,zerculese,zeta-sage,zeus-og,zkittlez,zombie-kush,zombie-og,zoom-pie
10,,,,,,,Relaxed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,Uplifted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,Euphoric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,Happy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,Sleepy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,Relaxed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,Sleepy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,Euphoric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,Happy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,Uplifted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,Relaxed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,Happy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,Euphoric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,Hungry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,Sleepy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,Euphoric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
